Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay,Internal Parameter 3
Asia,Afghanistan,None,2021-03-01,3.3267819362687425,2.1766752998111687,-404.3519500114869,1.9432425564896276,0.30075130184225174,0.03941843756629857,0.04842115866142086,3.832664023141335,1.4015360682978208,0.2763500953451131,70.32757082190237,174.07693686125737,0.0001333910131024907
Europe,Albania,None,2021-03-01,0.08132683305750782,0.28836321457998243,-8.038761441558812,0.6861220048294493,0.06296503587128066,0.010304607704805572,-0.21714943961420083,0.13652856161959323,0.0864165884971306,0.6245412504637069,36.93615614248553,40.10410313544684,1.2378884927583607
Africa,Algeria,None,2021-03-01,0.4401928311301323,0.1683437060783955,3.654168724877353,0.5054697488618726,0.38737087441390106,0.04875459102033637,0.19344261569192248,0.8894490727208849,6.464804554788938,1.9880265801586063,70.72657455433793,200.0,0.0012919220994461818
Europe,Andorra,None,2021-03-01,1.3331617418292008,1.406351690477134,8.500349045179314,0.6874129670159803,1.0,0.004332961564658432,-1.0,0.0025769619841249656,0.24077604909276626,0.460512631675637,84.29815679560053,199.99908874683604,0.3310838333222535
Africa,Angola,None,2021-03-01,0.33941625645174106,0.15054730818289552,0.9621824338927597,2.312376232249644,0.23943439492238874,0.014738669435489519,-0.2900710288402431,1.8857785222396246,0.8279445286271042,3.2711424985495774,47.07756998730093,32.063961290212426,0.14883366630512707
North America,Antigua and Barbuda,None,2021-03-01,12.215348752291888,0.4660300105960213,-2.080925681459348,2.000118219336502,1.0,0.0804277520873794,-0.568073597051597,0.004409016637506081,3.035518259896607,14.356450581047572,65.78302935604235,2.3290412084094405,0.060064802562946135
South America,Argentina,None,2021-03-01,0.39808462846296094,0.539895152454596,10.274033538688847,0.0,0.020275747613105286,0.04106533577636647,0.1603917097467753,1.105486662520001,1.4952972344263922,0.0904744675228142,109.96136979100088,83.08850454413727,0.05876289759144055
Asia,Armenia,None,2021-03-01,0.1340887117618741,0.6401331255041982,2.252836601367579,0.9847400565647848,0.07164504684977457,0.02758410038061606,0.07722280867509244,3.6651030320470324,1.0314559698968222,0.33262278954569585,28.355812604396526,37.75125687729672,0.02149043051585572
Oceania,Australia,Australian Capital Territory,2021-03-01,0.2654096690054805,0.0,-0.909072867939309,15.00503582160974,1.0,0.001,0.7952819762699215,0.32402450631699053,1.5793157702804022,0.0557072066367431,56.5,50.0,1.4976947510995633
Oceania,Australia,New South Wales,2021-03-01,0.6270725832267693,2.137507821256509,-0.2943731560025506,1.653990146084403,0.02,0.001,3.4922320697202247,6.8377829941362,14.481379010976795,1.5941972870031151,108.50273743675774,7.110322987139,7.931447370279725e-05
Oceania,Australia,Queensland,2021-03-01,4.8704705322352915,2.2699719951259567,2.9057902514558918,3.129680037950122,0.14971120804300805,0.01064596743592323,0.441284800720051,0.014931956923120234,2.805280712873028,0.18540939500229572,88.14830394408844,11.977000473205914,0.003674613026005031
Oceania,Australia,South Australia,2021-03-01,1.3092920589576313,0.6925319682486205,0.8252637720124767,0.45399127861243177,0.02,0.001,-0.5000677820992705,4.102819410949352,0.05890260135892653,0.004929612494547884,57.21129098943649,199.99978792796514,0.013768835020914768
Oceania,Australia,Tasmania,2021-03-01,0.0,1.0924682328184985,17.54750436739425,2.769670107288234,0.77831852102241,0.001,-0.0195612502581548,0.0,0.0,0.89662335083151,56.5,50.0,0.0
Oceania,Australia,Victoria,2021-03-01,0.35528537825788925,0.0,0.0,3.564002240761252,0.02,0.001,6.0177799937447,0.0,0.0,0.0,113.0,1.0,0.0
Oceania,Australia,Western Australia,2021-03-01,0.9358766226808645,0.8393941365698206,-4.704655735620489,2.5802364080371003,0.02,0.001,-0.6390650061872876,14.97307197772632,0.12205796384580014,1.0778261490741858,0.2640004561596266,28.432997669160308,0.00039176810842637635
Europe,Austria,None,2021-03-01,0.16056718287077662,0.5632202800957524,2.248322489767368,0.44706341744808414,0.24425154321266118,0.008229358061609222,-0.35406783397846664,1.0718474638954572,0.9188895612721476,0.1685182826231661,52.282862429804,37.392471513336616,0.11494836751773861
Asia,Azerbaijan,None,2021-03-01,0.6700697051811514,3.359619810253639,-0.8150159113444116,3.1122622848599484,0.21263195290043463,0.010334243246295808,-0.9754154525967185,3.8632160203975516,5.411789753404185,0.0,67.09765222042739,175.88035960314141,0.0004729863325472113
Asia,Bahrain,None,2021-03-01,3.984646426137766,0.2063674737294249,-0.41576085659955453,0.00013027827503199482,0.02,0.011440254644753844,-0.19849688558518874,2.1376408631526096,3.038750223760687,3.1350634647331685,104.45202881869713,75.15543609744505,0.007337053696821474
Asia,Bangladesh,None,2021-03-01,0.5989240134547016,0.22459177675850397,3.4851776482803842,0.0,0.10230046943318143,0.01341133544204362,-0.248327533477153,1.3251150072791384,0.5292187190143738,3.1032768938476325,19.93886110319392,6.449832784407026,0.020131287639433105
North America,Barbados,None,2021-03-01,0.7565361755458712,0.0514139476008627,5.366960993878108,0.20661020109297454,0.166272379694216,0.00847439183782279,-1.0,5.324167141166476,0.0018181997306562679,5.307380503823195,77.5381501334395,66.94888715958629,0.0699879529922591
Europe,Belarus,None,2021-03-01,0.19615596917040995,0.2818577129595001,-7.540330661075147,1.780489163624123,0.023164740432679274,0.010031766538596245,0.07629091209023994,0.2585848719664072,0.12773965599987508,1.4126389522799958,54.815515427547865,54.51093523263054,0.4301674895547003
