Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay,Internal Parameter 3,Rate of Detection,Rate of Hospitalization
Asia,Afghanistan,None,2021-01-01,0.11778982741132765,2.305718837024973,-153.06428508636162,0.795696362299813,0.17134199465199831,0.04707023389119098,-0.06500610084977791,7.035931215062786e-07,1.3056625153804438,0.2031108139899598,88.9849142033259,20.396707157927107,0.037365653212058404,0.20019416531624304,0.02999991095772324
Europe,Albania,None,2021-01-01,0.2073723648373735,0.7660503043809579,-11.120320464486682,0.368116562918348,0.10212149768331438,0.013645962944864682,-0.19949336678842627,0.005791816705362726,2.0548957040864453,0.08665376726832008,88.20127811327876,5.2934387564750125,0.0739524217071098,0.19983281292517052,0.029991191942909407
Africa,Algeria,None,2021-01-01,0.2399022863476474,0.33717676154409604,8.949930295451033,0.11528912992155181,0.02,0.016780516698392544,-0.2,0.2898485745651889,0.0,0.7463129270277876,109.72596923204975,20.053427354776037,0.17222658149313183,0.18241804503792083,0.02999025918500742
Europe,Andorra,None,2021-01-01,0.35494386696477315,0.7973779735371679,6.184562248219364,0.27794845999782636,0.1402652628946871,0.010145129842274036,0.17167103680741613,2.1345739941938335,0.019308690901571106,1.7273897981813962,79.10662789757725,18.4106275544896,0.3003731355156962,0.20101441066581482,0.02999039406072598
Africa,Angola,None,2021-01-01,0.9015957731056796,0.2511778412096111,1.6375789484295948,0.000694490145402309,0.02,0.0811510171903596,1.989364199123778,1.159381592769257,0.0030892563459962168,1.0937973654692732,84.0647448766716,20.749331854883415,0.6104303383190408,0.2005623455484268,0.029991411863993827
North America,Antigua and Barbuda,None,2021-01-01,0.609946530876279,1.706094072514014,-20.72341011815783,1.0924083143459438,0.4573922998863429,0.0190977015457689,-0.2,1.1183562232415218,5.221742274676288,0.9075572664078209,-40.333103115907385,37.91593038502671,0.0014774826777886,0.19823084411100703,0.029993560835083144
South America,Argentina,None,2021-01-01,0.29412265277034255,0.34575367911317323,44.44516269768823,0.008693555810267508,0.06092414890268701,0.017389163017500917,0.009262039029277636,0.6288931798603827,0.20034732935718733,1.0647544474016806,83.98916510675758,18.822795423498228,0.3239786589353242,0.20111402434871006,0.029990056321367413
Asia,Armenia,None,2021-01-01,0.10802826285696332,0.2730606084417616,19.521372474380982,0.005401667962522303,0.09332467127711512,0.017524097609020826,-0.15656077498268087,0.27641481932746953,0.13333353874793538,1.7405147005301285,61.585606699928455,20.632117764551083,0.20689436659026625,0.19926432527893095,0.02999983674225198
Oceania,Australia,Australian Capital Territory,2021-01-01,0.19861099356272627,1.0,0.10593830237897961,1.6494153418677513,0.02,0.001,0.7588292697877217,0.6203174598478738,0.0,5.0,50.671197689347196,2.0,0.1053262234092159,0.8999582880232443,0.0299998321064277
Oceania,Australia,New South Wales,2021-01-01,0.28089667461815243,0.31108607090363527,-19.6649803650347,0.0,0.02,0.001,1.0203136176256562,0.0008136665132060084,3.3877533262155874,0.546217142415234,119.0,35.938510724725916,0.0687074704657667,0.20058951895696414,0.029999919421463503
Oceania,Australia,Queensland,2021-01-01,2.3219095311938314,0.25796935520400766,-99.10277805231863,0.5291862789274127,0.02,0.003977856535381419,-0.2,16.444542720499832,11.51360935427051,2.2557549590524415,54.00628126720261,21.417326944542673,0.04557695581894349,0.2000430286518736,0.03
Oceania,Australia,South Australia,2021-01-01,0.9800657762482273,0.07753720650020764,1.0222244919028114,0.0,0.02,0.001,-0.0736805162414576,0.9859582101072069,2.6897539702937845,4.682232119575334,80.85243413183451,76.53287475243326,0.02936354108817968,0.20056196549896202,0.029990067164940983
Oceania,Australia,Tasmania,2021-01-01,0.0,1.0924682328184985,17.54750436739425,2.769670107288234,0.77831852102241,0.001,-0.0195612502581548,0.0,0.0,0.89662335083151,-73.63031175697688,1.7983223154843344,0.0,0.2,0.03
Oceania,Australia,Victoria,2021-01-01,0.03957554646763686,0.18860585657966839,31.30476095547426,1.2963345559277086,0.02,0.001,0.6767282593593387,6.004485756564469,0.9960969310061145,4.999875259498663,35.8596529541616,1.50291813256017,0.00032541283708833606,0.19455024004511126,0.029995232293389015
Oceania,Australia,Western Australia,2021-01-01,0.4294014417476706,0.7236745280952293,-7.868493374583277,1.9879100790501454,0.02,0.001,0.7667495458758822,8.175195652876226,1.8847541876912666,0.6357935128893593,80.18310851768771,29.606782182669434,0.033236211306595896,0.20060759577125659,0.03
Europe,Austria,None,2021-01-01,0.43831049175714487,0.22690367951764698,-1.5829636896448998,0.064675440552906,0.07875737801266908,0.043170957100638466,0.7932142116910683,1.3341428685696366,0.5536348505693884,1.7787011681726972,60.986869182613674,33.651750425812885,0.16450119867903001,0.20758099002352656,0.029990478288067602
Asia,Azerbaijan,None,2021-01-01,0.25977228797818,0.3871442616112982,-54.281449806250365,0.3841456858298573,0.2166690224976594,0.030584529931043027,0.21340984183825815,1.1925933548931886,0.5832529047452355,1.7069397360842307,68.98302454328272,22.14921744589087,0.056432048592802764,0.19782605380671858,0.029990012241340683
Asia,Bahrain,None,2021-01-01,0.6232333138855385,0.8699284495412187,-2.52511946422699,0.5928628043786177,0.10629907074744502,0.004327892799878815,0.07653595928291641,0.7952692847903947,1.336235303588642,0.54284806991106,89.42130034392181,28.368208530289618,0.014483375613446002,0.3570070436758894,0.02999
Asia,Bangladesh,None,2021-01-01,0.2889543034748161,0.1549226203998748,73.14972774466182,1.4572390271619873,0.052881599573955475,0.0314543264525367,0.15209029899678075,1.009558364520586,0.9215953711728121,4.201214251490726,74.62945953223115,14.48728228415656,0.011770265878930628,0.19638502610191116,0.029997377452043315
North America,Barbados,None,2021-01-01,0.42582761241725725,0.6327672141771624,3.279888520022389,0.5092681045195115,0.2431902611496538,0.009008882054375307,-0.19994656210994646,0.012330826081749074,4.047877262725266,0.6096297357172702,97.85522543907734,6.066164947775166,0.34583625508613414,0.20485627345863158,0.029999260343758865
Europe,Belarus,None,2021-01-01,0.15207279961002967,0.3877374501971009,-6.921502493288154,0.0725954388209918,0.07409628825314626,0.0056694206993453955,-0.2,0.6254714342252924,0.4084996005847526,0.3230629379619429,89.88471087334004,21.199643606836755,0.2320144631620983,0.1999686489937445,0.029990004453623664
Europe,Belgium,None,2021-01-01,0.2760731335585302,0.5347424148994618,-75.02179256148972,0.012415855819333299,0.11900410389385749,0.03666925777587331,0.6510846558129916,2.178132778526949,1.361390386077305,1.6362579301193894,70.42618864934038,2.641597953587635,0.04643981456377009,0.20339393913605205,0.029990054835637894
North America,Belize,None,2021-01-01,0.26944374682113126,0.2931260755703161,-0.23597084690658385,0.030662500558543648,0.13635435223673256,0.06464768252594162,0.9078299918148307,0.5300441542699494,5.53941098388401,4.8377888140747904,95.17699741502946,2.693494080274505,0.02690725613456996,0.19791848787460214,0.02999017941649982
Africa,Benin,None,2021-01-01,0.527188383731939,0.833554965422495,-108.41679041782254,0.2471853996438158,0.9999748802222459,0.0108267488091249,-0.04932893588710058,0.023719865835364118,0.4122778645348597,1.0453461010759613,-63.25086276485535,53.92380392712086,0.6100934219257339,0.19996866812636796,0.02999003655569182
Asia,Bhutan,None,2021-01-01,4.385821535745286,0.13565630569885814,-1.0023925310245332,0.005736920295226141,0.2017217657813559,0.004861826770957961,20.100438728048697,1.2150793657245724e-08,0.6574411724835475,4.983496670317127,84.35891495759223,20.41718990241195,0.5170359485338903,0.2328197338454799,0.029990002683888847
South America,Bolivia,None,2021-01-01,0.13426335650977825,1.1525047327812625,-4.537884877670488,1.9076762126814768,0.12408327982380166,0.032019964576590156,0.09529710309829958,4.014299447189451,1.038265125236581,0.3262501315530303,89.12122286181456,27.01531060431229,0.016689335964967838,0.19893114719725816,0.029990295146153246
Europe,Bosnia and Herzegovina,None,2021-01-01,0.3984503249981091,0.55627479534929,2.4751144001166043,1.3941051464770797,0.09888819564441208,0.044704617663547434,-0.0881746655586887,0.02860643879958322,0.2752310239179362,1.0259815325682509,61.992737489011084,24.145164527801835,0.23322361372760925,0.20033415280597425,0.02999602455812291
Africa,Botswana,None,2021-01-01,1.3849917951889217,0.3479050776163737,16.610992642266073,2.615643544757392,0.031206343005788232,0.03790057919547828,0.22170253318303795,0.4099649653944467,0.2797977793099809,1.1062422328068644,63.88316707240515,30.960067695417237,0.5748688801728177,0.1991336372779384,0.02999993990058048
South America,Brazil,None,2021-01-01,0.3198731185682336,0.3579826287284635,-80.90222803245885,0.0,0.022734198388386525,0.03550922200367249,-0.1971436731834768,0.9103100358582384,0.35970698733131945,0.37310648073564495,61.205261900807564,20.799422826449344,0.0828778595485931,0.20508095335104573,0.029999223593712192
Europe,Bulgaria,None,2021-01-01,0.24912849728316014,0.49447490204532507,-81.31387829795642,0.08714370322975773,0.05151491448701899,0.11782380795899836,0.42007927472643214,0.28519442007878115,1.1850801704276879,0.7195978866725562,55.33374894123267,17.668571565644395,0.10000135790437668,0.20040576953608213,0.02999999841377557
Africa,Burkina Faso,None,2021-01-01,0.48266581564104155,0.060798872981963625,-4.777107795330801,1.345434211262706,0.10867651376418948,0.009265185341921138,-0.014759314223084068,1.9665149690705024,4.929613770735623e-08,4.989973688069001,80.67076251754456,59.60980201574489,0.5219911788444268,0.20804481619764836,0.029990120571880746
Africa,Burundi,None,2021-01-01,3.523182672797086,0.3393499035008173,0.2856863008273669,0.0,0.020233191570654157,0.002402262956576767,-0.15851021357979606,3.288759411216442,2.720177632822196,2.266792359392051,91.76583777338737,1.9042848020577798,0.3738472502333916,0.20011674336042506,0.029990221379972197
Africa,Cabo Verde,None,2021-01-01,0.4204608025454706,0.6737885157699742,-4.03742583114713,1.1192442052540046,0.08550711503976285,0.012290112035042341,0.0351078824618289,9.295251769854405,1.6850972921044034,0.81977229939668,93.87883671970332,34.33093201036694,0.04011668264578294,0.20048957259473424,0.02999006273594056
Asia,Cambodia,None,2021-01-01,2.2848196801645164,1.1410597793556738,4.620437902936766,0.3920793999885104,0.020417746547450447,0.021847577632905013,-0.1852864869712419,0.608722931926112,3.4943905639299615,0.3553144766965426,97.57722540173447,8.726668209491102,0.0028290548879823852,0.20042288663139848,0.02999001312509029
Africa,Cameroon,None,2021-01-01,2.409531624021474,3.8868786064368814,-42.96460006274625,1.6724160682995521,1.0,0.010153581345540964,-0.2,2.2457553727409914,2.0925746911927203,1.428784173004663,76.42440427864081,1.0806731103213147,0.005876507161426938,0.1,0.03
North America,Canada,Alberta,2021-01-01,0.11411799077954393,0.31074309923408144,-0.7863824404716321,0.0002964118095727044,0.04475982103773439,0.03610268542444731,2.4229232054381966,7.3943519831553525e-06,0.7649020148679516,1.0276492202755374,84.06123963032408,20.18876052606496,0.5035014964798356,0.1999581112356912,0.029990045450766025
