Continent,Country,Province,Data Start Date,MAPE,Infection Rate,Median Day of Action,Rate of Action,Rate of Death,Mortality Rate,Rate of Mortality Rate Decay,Internal Parameter 1,Internal Parameter 2,Jump Magnitude,Jump Time,Jump Decay,Internal Parameter 3
South America,Argentina,Buenos Aires Province,2020-10-01,0.43829438056331876,0.42340018842044086,3.5262153555359106,0.0,1.0,0.03994362888296547,0.16292761247073256,1.7677827396367363e-08,2.252477381838687,0.8753152644994061,175.2687328915307,11.854140841097756,0.1516792829068033
South America,Argentina,City of Buenos Aires,2020-10-01,0.2884407556239532,0.5164478054656371,-147.91134546723563,0.0,0.5555327037242678,0.03952207222994261,0.26580432629734574,0.0007026663517409187,2.172117617113986,1.9346277792230244,176.4972183414163,5.24522162463593,0.09799597103886817
South America,Argentina,Cordoba,2020-10-01,0.6921703586012101,0.36555352840392297,-38.45153479287524,0.0,0.214525315695953,0.028013131544565917,0.3081769755487758,9.264371375448943e-05,1.762749796282647,2.5092769755087905,163.53108711754317,5.407878316286253,0.3399533045831271
South America,Argentina,Chaco,2020-10-01,2.397549987045253,0.3835636069931796,-3.0734603040579853,0.0,1.0,0.028326085648096466,0.10673413439108419,0.0,4.724297827326433,1.4521232378598272,-99.76239492706145,12.377614440607502,0.1802571166197173
South America,Argentina,Santa Fe,2020-10-01,0.49441669772641367,0.3957447300054908,0.00013907112022354916,0.0,0.15651612626608286,0.02406474849038988,0.1458376797760273,0.0009566410426181671,3.423102215886753,1.1379342066297786,177.06080075654685,13.524705350809755,0.1952442462718994
South America,Argentina,Neuquen,2020-10-01,2.32090532074743,0.3443160409405455,-6.077148780885169,0.0,0.113494716277215,0.025677944776613518,0.3081922386268228,2.2233332250909053,1.104797667799979,0.7241107655725105,103.06652548378516,34.149127050041734,0.3872142396034523
South America,Argentina,Tierra del Fuego,2020-10-01,0.6359291896760154,0.43611210197430506,1.497786783533466,0.0,0.020000000000000004,0.22299626541651885,11.433104915329038,6.680298806771016,0.36319368773387306,1.7340262542435372,204.0602236680469,72.65794744334484,0.17319059129239514
South America,Argentina,Santa Cruz,2020-10-01,0.8882813073710472,0.5039459208194987,-13.089419367856447,0.0,0.023071388429143885,0.14146102197120922,2.127683861996898,1.0274552413813698e-05,2.048762927068743,1.569979337019614,172.40793917134837,8.885732356345112,0.19903625249476067
South America,Argentina,Tucuman,2020-10-01,0.7029159914904511,0.2739016704394595,-0.4651357088637161,0.0003562047592892831,0.06377950793911097,0.024853679154571845,0.30024835206002554,3.5537228466240878,0.3625477233632636,1.2117662071746835,172.70536227456336,53.301993054105274,0.42101751849762203
South America,Argentina,Mendoza,2020-10-01,0.620112047689594,0.2700434763740485,79.60364700162945,0.01392234587939832,0.17163420678231697,0.024213822336171142,0.11659517758873963,2.761577597337234,0.0022344073479386717,1.288789460260575,176.62852448778588,44.77713589500336,0.2145169231674899
South America,Argentina,Corrientes,2020-10-01,2.3818515648555554,0.3884795642106136,-78.17844751428746,0.0,0.02136478215961328,0.06843333817309366,0.7793969564102209,2.517820353268316,1.2407214782341085,1.6580144257751754,-2.4488088963081167,1.9688590597812219,0.2903449222681059
South America,Argentina,Entre Rios,2020-10-01,2.453769594549195,0.38673930107108995,0.4186739281958958,0.0,0.09563207395284454,0.035862189863396246,0.2750160143254629,0.0760600629533163,14.103542251536869,3.9038693189732365,-17.892672760872983,1.9335539272978464,0.06682383033516955
South America,Argentina,San Luis,2020-10-01,1.5594526565085596,0.33590938684282245,0.27297113343013396,0.0,0.06263088111528799,0.019220307237385506,0.07709247218167758,1.3630092599721408,0.06336579624201115,1.4521640240694225,185.81437693810224,31.567216651049705,1.751166720092834
South America,Argentina,Rio Negro,2020-10-01,0.7397153638693824,0.3858435766821248,-1.767986449371492,1.142595124445367e-06,0.121895126174008,0.017634807786946538,-0.020353035854627482,0.0001679717358041427,0.4297437582367413,0.2991592953963542,149.99993098778629,87.663557201903,1.7628137962717394
South America,Argentina,Santiago del Estero,2020-10-01,0.6948745967313923,0.33852043447588087,-0.9922125284320401,0.0,0.12794230068429752,0.010016002628121815,-0.01250752466737486,0.22533022063533673,0.9493711522811324,0.5237447632245614,183.0268578625809,32.7143332379272,1.1813543910456417
South America,Argentina,La Rioja,2020-10-01,0.6865421539793324,0.2622374711715328,-2.8761096194448847,8.793929341358031e-05,0.04735747018240563,0.024814391974352215,0.09348816262885984,0.3169060599916453,7.329945858614018e-09,1.111048916678435,159.92388092776332,47.17674269147165,1.240475045064838
South America,Argentina,Chubut,2020-10-01,2.417245082361346,0.4176561074971599,-2.2385648536184792,0.0,0.18999813407794613,0.01941765104913573,0.04589055839804213,3.169747926540234e-05,2.2473612006506447,0.5339409278719025,89.53803723961857,5.5216570078967475,0.4235239815541876
South America,Argentina,Misiones,2020-10-05,1.130704572868209,0.3492790948488782,-0.11617447215274546,0.0,1.0,0.02559764168607266,0.10571734900766677,0.8676493592127308,3.0105864813056993e-06,3.0112988915765615,85.47100014159079,4.75126148746129,0.999
South America,Argentina,San Juan,2020-10-01,0.9526657347954226,0.3464101435848639,-4.984221109769223,0.009451678654956996,1.0,0.014463025777968055,0.15949637594766028,2.3465228690275453,1.5234819736309468e-07,1.2004392239451211,172.54338431228868,10.292596207169973,0.9708235737060469
South America,Argentina,Salta,2020-10-01,0.41588068256424593,0.09676070817097132,-0.129780233085401,1.350565630776901e-05,0.6488735523763415,0.06346565825528815,0.2366899993990649,3.36905019034172,0.14823470268806987,3.6302089189659226,142.26872749267415,86.98101665109604,0.2028800221498816
